Rank,Change,Name,League Number,League,Steam Name,Xbox Name,PSN Name,Cashouts
2974,177,RandomSmiley#1990,17,Diamond 4,DYZQ,,,0
2974,-177,t0z#8825,17,Diamond 4,「TKD」Twitch_t0ozz,,,0
2974,-177,FunParty#0203,17,Diamond 4,VBR Andyy,,,0
2974,-177,Onivion#2042,17,Diamond 4,,Onivion,,0
2974,-177,GlitchyTrooper#5684,17,Diamond 4,MOGURI,,,0
2974,485,GreenOrb#1166,17,Diamond 4,,,iNsyBene,0
2974,-177,QuirkyWrangler#0389,17,Diamond 4,bibabo,,,0
2974,-177,UniqueHero#8727,17,Diamond 4,Huhu,,,0
2974,-177,JordiENP#9782,17,Diamond 4,,,Lor-Enzo_1996_,0
2974,-177,CloakingZipline#2941,17,Diamond 4,24 26,,styer94,0
2974,-177,Skully#5685,17,Diamond 4,Skully,,,0
2974,-177,MorgenW#3052,17,Diamond 4,ScreaM,,,0
2974,-177,eandruw#6028,17,Diamond 4,eandruw,,,0
2974,-177,xBucks#7328,17,Diamond 4,,,xNotBucks,0
2974,-177,CrazyShell#2547,17,Diamond 4,Come to PaPa,,,0
2974,-177,PromptGunner#8711,17,Diamond 4,,,Zaffoh,0
2974,-177,Hashi#2299,17,Diamond 4,Ignacio,,SenpaiHashi,0
2974,186,NotableRelic#1907,17,Diamond 4,DenVo,,,0
2974,-506,SmashProp#5598,17,Diamond 4,ReadyS_TV,,,0
2974,748,Sanguine#8178,17,Diamond 4,SanguineNightsTV,,,0
2974,909,Oaatyy#4196,17,Diamond 4,OAATYY,,,0
2974,522,QuirkyTrooper#4247,17,Diamond 4,ImTheBestNerd,,,0
2974,-8,Badmushu#7180,17,Diamond 4,BadMushu,,,0
2974,-177,6ZX0LM987#8906,17,Diamond 4,Mystiqueevlr,,,0
2974,-177,Rhino#0812,17,Diamond 4,Rhino,,,0
2974,-366,twitch.brujottv#2202,17,Diamond 4,brujottv/twitch.tv,,,0
2974,-896,NimbleFashion#1993,17,Diamond 4,✪ cloud,,,0
2974,324,SonOfUA-Weiss#1894,17,Diamond 4,,,SonOfUA-Weiss-,0
2974,-63,NimbleExpert#0059,17,Diamond 4,,RulyArtist30068,AdamSelenn,0
2974,285,MasterAenox#1817,17,Diamond 4,MasterAenox,,UltraAenox,0
2974,-177,ShiningRocker#9140,17,Diamond 4,凄凄,SubtlePath54290,shudlgi,0
2974,-177,honchito#5206,17,Diamond 4,honchito,,,0
2974,-47,Embarkceo#6986,17,Diamond 4,anoniumサブ,,Osaniiiii,0
2974,520,Harrietubman#0340,17,Diamond 4,Thoth,,harrietubman,0
2974,-177,ClassicParty#7564,17,Diamond 4,,,heavyischalked-,0
2974,294,monke#0852,17,Diamond 4,sonni,,,0
2974,-9,Mao#0177,17,Diamond 4,Mao,,,0
2974,-605,FettiKnox#3433,17,Diamond 4,fettiknox,,Jazmaniandevil,0
3067,-481,GuardianSkull#6540,16,Platinum 1,抖y兰格（奶一口）,,langge110,0
3068,-195,WildCash#1757,16,Platinum 1,GFP・항복하라.ttv,,,0
3069,-579,Rikon#2329,16,Platinum 1,[ISR] Rikon,,iAmRikon,0
3070,-196,SuitedKatana#1858,16,Platinum 1,行不行啊老弟,,,0
3071,3840,GreenSweep#0425,16,Platinum 1,platinum,,,0
3072,407,WrangledYolk#9977,16,Platinum 1,应到的未到,,,0
3073,240,FastSense#5933,16,Platinum 1,Bigmacvegan,,,0
3074,1603,SurrealSkull#3987,16,Platinum 1,adamkainaluu,,KjPain,0
3075,-198,Blogis#0189,16,Platinum 1,,Blog1s,,0
3076,-198,QuirkyHunter#7204,16,Platinum 1,龖龖,,,0
3077,-198,BlueWheel#5059,17,Diamond 4,emjktuzxy,,,0
3078,-197,cwuts#4328,16,Platinum 1,lexi,,,0
3079,-644,DeviousDemon#8627,16,Platinum 1,sven1wnl ᴏɴ ᴛᴡɪᴛᴄʜ/ᴋɪᴄᴋ/ʏᴛ,,,0
3080,341,F2#3466,16,Platinum 1,slut,,,0
3081,-285,SmashShell#0254,16,Platinum 1,,PowPlank,,0
3082,45,violet#1989,16,Platinum 1,violet,,,0
3083,-200,FlyingOrb#4207,16,Platinum 1,,Zupud,,0
3084,-555,ShiningGlobe#1401,16,Platinum 1,,,KetchuppHarissa,0
3085,895,PowerfulGamer#2271,16,Platinum 1,MULTISSUE,,,0
3086,76,VirtualArena#5622,16,Platinum 1,pullkia ttv,,,0
3087,-631,HypnoticRig#8197,16,Platinum 1,挂狗妈坟头蹦迪妥当吧,,,0
3088,-202,TheMostDusty#0161,16,Platinum 1,TheMostHated,,TheMostDusty,0
3089,-200,73JTWMYGQ#6191,17,Diamond 4,无所谓，我会马枪,,,0
3090,-142,PQian#0338,16,Platinum 1,Bilibili_PQian,,SWT017,0
3091,54,WildEffort#9098,16,Platinum 1,あいともこ,,,0
3092,24,FleetExec#0099,16,Platinum 1,,,Beubeu940,0
3093,-597,FierceZipline#0896,16,Platinum 1,,Spahwyd,,0
3094,-200,EngagingTrooper#7404,16,Platinum 1,vtheblackranger,,,0
3095,-198,Aholic#5687,16,Platinum 1,裴珠泫. （又幸福了哥 ./,,,0
3096,-299,ImposingBreaker#2683,16,Platinum 1,Davek,,,0
3097,-197,180#8679,17,Diamond 4,180,,wula-i80,0
3098,-175,RandomDagger#6319,16,Platinum 1,Lotus,,,0
3099,-196,ClassicTiger#1165,16,Platinum 1,ᶜʳᵃⁿⁱᵘᵐ,,,0
3100,205,RAMBO#0282,16,Platinum 1,RambOOO,,,0
3101,840,chimi#8445,16,Platinum 1,chimi yt,,,0
3102,245,CloakingRock#0840,16,Platinum 1,MagenDarm,,,0
3103,-196,Moi#8458,16,Platinum 1,,El Guappo Moi,,0
3104,-196,HastyRinger#5564,16,Platinum 1,averex,,,0
3104,-196,LeadingSense#1952,16,Platinum 1,TemmieTim,,,0
3106,-196,Guga#8078,16,Platinum 1,,Guga X Guga,,0
3107,-136,NightBreaker#2813,16,Platinum 1,pete,,,0
3108,-400,AthleticHero#7768,16,Platinum 1,Madison,,,0
3109,329,BleakAF#7337,16,Platinum 1,@BleakAF,,,0
3110,-197,2MORO2MORO#4177,16,Platinum 1,,,ebizou_no_war,0
3111,-106,Halosheep#8298,16,Platinum 1,Halosheep,,,0
3112,-125,PumpkinPatch#1246,16,Platinum 1,,,TrxpLikeJack,0
3113,431,WrangledHero#1623,16,Platinum 1,,tdawgdawg,,0
3114,-193,EpicSense#7226,16,Platinum 1,老湿鸡(联合打挂狗,,,0
3115,729,PeerlessIce#6734,16,Platinum 1,,,HighVanity,0
3116,-194,VirtualParty#0444,16,Platinum 1,Juke,,,0
3117,-203,BoWCaptain#6421,16,Platinum 1,,BoW Captain,,0
3118,-193,TotalGlobe#4166,17,Diamond 4,411,,,0
3119,205,ItsLarge#0515,16,Platinum 1,,,ItsLarge,0
3120,-192,QuickHero#3858,17,Diamond 4,mcynara,,,0
3121,114,EvasiveTrooper#6302,16,Platinum 1,,,oryx_slays,0
3122,-463,CrazyArena#5619,16,Platinum 1,AABB,TacitElf2204703,,0
3123,86,perrocojo#9525,16,Platinum 1,,AZTK Cleizy,,0
3124,-710,FundedShield#5727,16,Platinum 1,死妈抖音废物B站脑瘫快手,,,0
3125,197,Hi-techGunner#3313,16,Platinum 1,Blub,,,0
3126,-613,NimbleHat#0479,16,Platinum 1,Jord,,,0
3127,-1,WittyCake#7407,16,Platinum 1,,Thee Beauty,TheeBeauty-,0
3128,-514,Fredoagain#3625,16,Platinum 1,,fredo again,,0
3129,-641,SmashArena#5460,16,Platinum 1,,N1NJA STAR F1SH,,0
3130,614,Grimsy#3857,16,Platinum 1,Grimsy,,,0
3131,-81,FundedShell#7282,16,Platinum 1,,vCoIinn,,0
3132,-381,Pelluco#0049,16,Platinum 1,pellucos,,pellucos,0
3133,-200,Alazxi#5583,16,Platinum 1,,Alazxi,QueenDni,0
3134,-200,Burh#4070,16,Platinum 1,ＢＵＲＨ,,RumpleRaceWerkz,0
3135,-530,FitBreaker#7930,16,Platinum 1,F I R E S O L D I E R . T T V,FireSoldier05,,0
3136,-200,paca#2956,16,Platinum 1,paca,,,0
3137,-200,AwesomeScore#1735,16,Platinum 1,TuTu313,,,0
3138,145,QuickDefender#4738,16,Platinum 1,Trippinstyle,,TrippinStyle,0
3139,246,EpicArena#8403,16,Platinum 1,,iR o o B o i,,0
3140,-193,LazloTheGame#1427,16,Platinum 1,,LazloTheGame,,0
3141,-36,WittyDefender#7616,16,Platinum 1,,khk,,0
3142,-203,SuperTrooper#6430,16,Platinum 1,• CNS • oll,,,0
3143,370,DynamicPioneer#7625,16,Platinum 1,你要这么说我也没办法,Septemberkk,,0
3144,1607,UnusualShape#0055,16,Platinum 1,mikey,,,0
3145,1627,Richy#9854,16,Platinum 1,Richys,Ebbg,,0
3146,64,MunozFTW#4931,16,Platinum 1,,,MunozFTW,0
3146,64,Papa-Hashi#2388,16,Platinum 1,,,planeswalker_77,0
3146,64,NightRocker#6887,16,Platinum 1,,,REZNOV9807,0
3149,767,Sauce#4416,16,Platinum 1,,,lSauceyyy,0
3150,-353,dll#9743,16,Platinum 1,抖音大雷雷,,,0
3151,7,NightBreaker#8323,16,Platinum 1,,Speciallty,,0
3152,-209,FunPro#2758,16,Platinum 1,猫咪老师,ExiledLamb85620,,0
3153,-356,UniquePro#6684,16,Platinum 1,,,StopXav,0
3154,198,LockOnTIKTOK#4252,16,Platinum 1,Lock,,,0
3155,279,powerstache1#4436,16,Platinum 1,powerstache1[ak],,,0
3156,464,Lutwixis#5572,16,Platinum 1,Lutwixis,,,0
3157,1108,SuperPanda#0718,16,Platinum 1,,,sour-potato-,0
3158,-426,ClassicDefender#0514,16,Platinum 1,kxiziwwnnwsn,,jtkosu,0
3159,-520,Chillkröte#0830,16,Platinum 1,"Make love, not Warcraft 3",,,0
3160,-209,SurrealDash#6338,16,Platinum 1,shieldedzcash,,,0
3161,-260,iindica#1398,16,Platinum 1,,,iindicaTV,0
3162,509,BABYDOLL#5423,16,Platinum 1,happyhappyhappy,,,0
3163,209,JosephJollyYT#6579,16,Platinum 1,If you take Light I dont play,,,0
3164,-208,TheGateOfTruth#1037,16,Platinum 1,,TheGateOfTruth,,0
3165,-213,BigDagger#2509,16,Platinum 1,Rusty,,,0
3166,1118,Syclonn#9284,16,Platinum 1,Syclonn,,,0
3167,-209,nCr#2443,16,Platinum 1,Fade2b,,,0
3168,240,DonFluffels#8343,16,Platinum 1,Don.Fluffels,,,0
3169,44,TotalProp#1459,16,Platinum 1,CBQ機動,,,0
3170,-210,BestSniper#7517,16,Platinum 1,穿,,,0
3171,165,ReadyPlace#9059,16,Platinum 1,pop,,,0
3172,-211,6305ND1GZ#4527,17,Diamond 4,一個打十個,,,0
3173,-96,bianchs#2670,16,Platinum 1,bianchs ON KICK/TWITCH,,,0
3174,1276,SneakyGold#0567,16,Platinum 1,Ying,,,0
3175,5,KeOs#1244,16,Platinum 1,KeOs,,,0
3176,-604,BalletArena#8138,16,Platinum 1,CaRboNe_MAGMA,,,0
3177,-71,ElectricSoldier#7723,16,Platinum 1,Lobster-chan,,,0
3178,594,GwopDaGawd#9959,16,Platinum 1,,Gwōp#4747,,0
3179,-87,SonarCatwalk#4772,16,Platinum 1,Jaquandale Quandingle,,,0
3180,-300,SnappySweep#4660,16,Platinum 1,Rises,,RisePS,0
3181,-109,HonoredDrum#8886,16,Platinum 1,Moose,,,0
3182,-78,Argonaut#5626,16,Platinum 1,,,SabbageCreationz,0
3183,-211,GrandLion#0153,16,Platinum 1,,,Cynergik,0
3184,-210,RandomSword#5150,16,Platinum 1,,,temp-2417298628,0
3185,-298,JolTron#5684,16,Platinum 1,JolTron,,,0
3186,-271,GlitchyRock#4486,16,Platinum 1,じーつー,,,0
3187,-252,Smrett#5898,16,Platinum 1,Smrett,,,0
3188,293,RedBull#0720,16,Platinum 1,,,iBrAXhfc,0
3189,154,NightStar#1704,16,Platinum 1,,,CallMeBlackice,0
3190,361,FundedWheel#7802,16,Platinum 1,ANALIUS,,,0
3191,-155,DynamicEgg#8713,16,Platinum 1,Yuno,,,0
3192,959,PooAim#8373,16,Platinum 1,• CNS • Pooaim,,,0
3193,-211,SwiftFashion#4507,16,Platinum 1,GoldHawK,,,0
3194,-211,SkeletalArena#8693,16,Platinum 1,我嘚咦滴笑,,,0
3195,417,Nicknack#7306,16,Platinum 1,Killed by e-girl *UwU* :3,,,0
3196,-212,FlawlessPanda#2438,16,Platinum 1,,,goatmalk_,0
3197,57,ImposingEgg#1589,16,Platinum 1,POOOP,,,0
3198,-212,DeviousSpark#2553,16,Platinum 1,我不吃辣,,zhiwei520,0
3199,655,UniqueGlitch#8523,16,Platinum 1,JDF,,,0
3200,-113,SkilledTiger#1668,16,Platinum 1,,,BONOplaza,0
3201,-213,ClassicCharge#0588,16,Platinum 1,,,TwoPing-,0
3202,-213,DS#1056,16,Platinum 1,D to the S,,,0
3203,-213,jordan#4599,16,Platinum 1,jordan,,,0
3204,-213,FutureCZ#0342,16,Platinum 1,FutureCZ,,,0
3205,-212,PowerfulDagger#0471,16,Platinum 1,KnockChan,,,0
3206,334,Kick-Punch1199#2640,16,Platinum 1,Punch,,,0
3207,2039,GuardianShell#1435,16,Platinum 1,xXxDeMoNxXx,,,0
3208,-207,FlyingPanda#5932,16,Platinum 1,,Dawn Feedz,,0
3209,-206,D-R-O-I-D#2488,16,Platinum 1,,,lD-R-O-I-Dl,0
3210,439,roby#7079,16,Platinum 1,roby ッ,,,0
3211,47,iRohz#9294,16,Platinum 1,iRohz,,,0
3212,-204,Dqmx#7276,16,Platinum 1,,Dqmx,,0
3213,747,ChengShan#0636,16,Platinum 1,成山(暗号双提合力打挂,,,0
3214,-201,SpeedyGeomorph#7847,16,Platinum 1,蟹.broo,,,0
3215,-25,NotableRocker#4578,16,Platinum 1,snks,,,0
3216,-212,ttvmattdonedidit#7032,16,Platinum 1,mattdonedidit /twitch,,,0
3217,32,Tenshi#4496,16,Platinum 1,Tenshi,,,0
3218,-289,AthleticNinja#2281,16,Platinum 1,,TRYMEJEAN,,0
3219,-203,Lun0r#8861,16,Platinum 1,SP Lunor,,,0
3220,-203,Kyuno#2982,16,Platinum 1,Kyuno,,,0
3221,-72,FizzyOrb#2877,16,Platinum 1,,,Miki_Krash,0
3222,60,WildVision#6699,16,Platinum 1,oZen,,,0
3223,-140,Mavi#3698,16,Platinum 1,Mavi,,,0
3224,-77,Magic#3014,16,Platinum 1,Magic,,,0
3225,-428,7Z1M9VF6B#1193,16,Platinum 1,无敌暴龙战神,,,0
3226,-206,RapidCash#4417,16,Platinum 1,,,Lagq,0
3227,-221,abu_sara#9437,16,Platinum 1,abo-sarah,,,0
3228,-206,Sody#0837,16,Platinum 1,Sody,,,0
3229,87,loudpacc#3731,16,Platinum 1,nickca42,Ioudpacc,,0
3230,311,magh3t#0988,16,Platinum 1,magh3t | Twitch,,,0
3231,-208,ImposingPanda#4260,16,Platinum 1,,,ToooWxvY,0
3232,-1610,FleetVictor#1933,16,Platinum 1,Sleepi,,,0
3233,243,RoManzoCriminale#0756,16,Platinum 1,RomanzoCriminale,,,0
3234,-186,Josntfound#7303,16,Platinum 1,播出,,Josntfound,0
3235,-211,ForemostGeomorph#2447,16,Platinum 1,misan,,,0
3236,-211,WingedGunner#0450,16,Platinum 1,想要哥的大鸡巴，就直,,,0
3237,-115,PeerlessScore#6797,16,Platinum 1,Japanese dad,,,0
3238,-211,ZoShiesty#2790,16,Platinum 1,Maybach,,,0
3239,-48,ngg#7622,16,Platinum 1,內鬼o_O,FeistyClaw67441,,0
3240,589,StunningDevice#7434,16,Platinum 1,Caught You Simpin,,,0
3241,-183,garrison#3408,16,Platinum 1,garrison,,,0
3242,-195,CajunBubba#6228,16,Platinum 1,CajunBubba,,,0
3243,-41,Skully21_YT#1915,16,Platinum 1,Skully21 YT GO SUB,,,0
3244,-447,Vauoni#0711,16,Platinum 1,,Vauoni,,0
3245,-110,TotalGlitch#0533,16,Platinum 1,悲伤大力牛鞭汤,,,0
3246,-213,AthleticCake#3375,16,Platinum 1,笨..笨蛋..表白之前先拔出来啊.....呜...,,,0
3247,-213,FlyingGrenade#0940,16,Platinum 1,BioMutant ASS rank,,,0
3248,422,ProJuiceEnjoyer#2644,16,Platinum 1,Ospuze Pro Juice Enjoyer,,,0
3249,-148,Sgt.Showoff#4222,16,Platinum 1,Haffanessen,,,0
3250,-215,fishtankpondscum#3909,16,Platinum 1,fishtankpondscum,,fishtankpondscum,0
3251,2880,ExaltedDash#2822,16,Platinum 1,󠀡󠀡,,,0
3252,-74,CrazyRelic#9696,16,Platinum 1,koteyKa,,,0
3253,-215,Fragwart#6444,16,Platinum 1,Fragwart,,,0
3254,-215,Parrott#0327,16,Platinum 1,Parrott,,,0
3255,-1047,GreatCatwalk#7065,16,Platinum 1,Jusstincase,,,0
3256,-178,ReadyGold#2365,16,Platinum 1,,,Mr-Dardy50,0
3257,-216,cikooo#0699,16,Platinum 1,syknix,,,0
3258,90,Calcifer#7094,16,Platinum 1,Calcifer,,,0
3259,269,PeerlessPerson#6317,16,Platinum 1,陽台🐾,,,0
3260,-261,SneakyBrain#7572,16,Platinum 1,,,erty30,0
3261,69,EKMFQ0013#9303,16,Platinum 1,白毛傲娇干物妹猫耳萝莉太奇,,,0
3262,479,CrystalGlobe#3449,16,Platinum 1,,,bespoke-pilot9,0
3263,-121,HypnoticShield#6471,16,Platinum 1,,Aidanhellsing,,0
3264,-136,HappyPro#4313,16,Platinum 1,tv/missclickerlenny,,,0
3265,-219,cclev00#1289,16,Platinum 1,,,Mr-StealYourPass,0
3266,-182,ChippedVictor#0873,16,Platinum 1,高玩,,,0
3267,-495,CERD1KN5M#2248,16,Platinum 1,狂,,,0
3268,-219,SneakyGunner#1911,16,Platinum 1,Argie,,,0
3269,246,hemo#7338,16,Platinum 1,BUILZ,,,0
3270,-218,WildChannel#5537,16,Platinum 1,⍟Warresh⍟,,,0
3271,-217,CrystalDagger#2154,16,Platinum 1,,Adrik HN,,0
3272,-272,WF#2670,16,Platinum 1,WF,,,0
3273,7,PowerfulKatana#3505,16,Platinum 1,askan7,,,0
3274,-217,FeiDeBiao#2055,16,Platinum 1,小声点我布隆,,,0
3275,-273,ImposingExpert#1365,16,Platinum 1,Wasd,,,0
3276,577,TotalRelic#4144,16,Platinum 1,,,Rxidy,0
3277,-780,NiuNiu#2559,16,Platinum 1,动力牛牛,,,0
3278,-218,WittyArena#0557,16,Platinum 1,Solark,,,0
3279,-136,PromptTurret#3685,16,Platinum 1,,trogzz,BalleDepoule,0
3280,-218,9L57QXUYE#5968,16,Platinum 1,SirFrequenz,,,0
3281,-60,VirtualSoldier#1630,16,Platinum 1,,,darktrooper3321,0
3282,-146,BarnacleMan#1616,16,Platinum 1,Barnacle,,,0
3283,27,Venopius#1908,16,Platinum 1,Youtube Venopius,,SlumpYourGrandma,0
3284,-219,ConstipatedCube#4120,16,Platinum 1,ConstipatedCube,,,0
3285,152,DeviousRelic#2262,16,Platinum 1,My Lord,,,0
3286,-276,DynamicAtlas#2827,16,Platinum 1,O-TheGeneral/twitch.tv,,,0
3287,-220,VirtualDevice#6459,16,Platinum 1,xsqme014,,,0
3288,-218,WingedSniper#4032,16,Platinum 1,水叮当当当当当当,,,0
3289,26,Sayege#6899,16,Platinum 1,,Sayege,,0
3290,-493,ChippedShell#7912,16,Platinum 1,抖音 今年七十三,,,0
3291,-210,luigithemex#2604,16,Platinum 1,,luigithemex,,0
3292,3328,LeadingGunner#1258,16,Platinum 1,dmwtlw1049,,,0
3293,-1142,PoweredByLags#3210,16,Platinum 1,PoweredByLags™,,,0
3294,-221,STERBEN#0680,16,Platinum 1,S_T_E_R_B_E_N,,S_T_E_R_B_E_N666,0
3295,259,Zephyr#9007,16,Platinum 1,Zephyr,,,0
3296,-320,Moore97#0250,16,Platinum 1,Moore97,,,0
3297,500,6G5K03EL7#0647,16,Platinum 1,MakSimKammerer TTV,,,0
3298,190,Cactus#7533,16,Platinum 1,Cactus,,,0
3299,210,PlayfulSpark#2547,16,Platinum 1,oscaahh/TTV,,Oscaahh,0
3300,-218,BestExpert#9939,16,Platinum 1,SΛHƝΞ ツ,,,0
3301,832,GrandGrenade#4016,16,Platinum 1,,L1ttleH4ndJ4ck,,0
3302,-158,PowerCash#3054,16,Platinum 1,,Diverse FG,,0
3303,619,xeno#1578,16,Platinum 1,xeno,,,0
3304,691,DayNightSky#8198,16,Platinum 1,daynightsky,,DayNight_Sky,0
3305,201,TacticalTree#9706,16,Platinum 1,Bird Person,,,0
3306,-227,Alpaca24TTV#9765,16,Platinum 1,Alpaca24,,,0
3307,93,ElMalandro#2273,16,Platinum 1,,,vKyroSMZ,0
3308,-245,StellarIce#5638,16,Platinum 1,Brownishdread36,,,0
3309,95,Zeldoor#5494,16,Platinum 1,Zeldoor,,,0
3310,-236,WittyBoss#3175,16,Platinum 1,Jasper Chen,,,0
3311,-112,XPapasitaX#6522,16,Platinum 1,,,XPapasitaX,0
3312,-96,ɌɇȺᵽɇɍ#8352,16,Platinum 1,reper___ᵗᵗᵛ,,TTV_Outplayed072,0
3313,190,VirtualSoldier#0857,16,Platinum 1,,,cosmicbrowine,0
3314,177,FastMap#3836,16,Platinum 1,Sup. ShArp,,,0
3315,307,BattleZipline#3317,16,Platinum 1,5mg,,,0
3316,77,DazzlingExec#0709,16,Platinum 1,griwa_llol,,,0
3317,-277,GreatBrain#2814,16,Platinum 1,,NextGenMantic,,0
3318,-297,princessjas#0297,16,Platinum 1,a$aM,,,0
3319,-135,VirtualMap#3709,16,Platinum 1,,The Infamous315,,0
3320,36,QF#3199,16,Platinum 1,QFAMG,,,0
3321,226,Nicole#1372,16,Platinum 1,,Nicole Salas,,0
3322,6,RapidIce#0965,16,Platinum 1,XenixHD,,xXenixHDx,0
3323,-232,PlayfulPlace#2067,16,Platinum 1,Firefox,,,0
3324,-229,GloriousTree#1059,16,Platinum 1,get to my level,,,0
3325,223,Nooklet#0727,16,Platinum 1,Nooklets | Twitch,,,0
3326,-614,SuitedMoney#8232,16,Platinum 1,Mickru,,,0
3327,-39,LuckyDrum#4009,16,Platinum 1,,ButterSucker#411,,0
3328,-240,PlayfulTree#0042,16,Platinum 1,,,TR3_REALEST-3VER,0
3329,-370,DougDimmadome#2321,16,Platinum 1,,,MyTwelveInchNick,0
3330,-231,xKhaosProdigy#9409,16,Platinum 1,prodigycomply,xKhaosProdigy,Chaos_Prodigyy,0
3331,141,LeadingWeapon#0011,16,Platinum 1,tierem,,,0
3332,312,FleetHabit#3338,16,Platinum 1,,,Fiero1985,0
3333,328,DirectSlam#6438,16,Platinum 1,,,ReapersHorizon,0
3334,-115,Norjo#0586,16,Platinum 1,Norjo,,,0
3335,-225,NotableGrenade#5166,16,Platinum 1,,,iPrayForMyCluey,0
3336,-109,perk#0197,16,Platinum 1,OffaPerk,,,0
3337,5183,PowerfulTrain#8493,16,Platinum 1,Effy,,,0
3338,-433,SuperbCatwalk#2662,16,Platinum 1,,,HateFearLove,0
3339,-228,BlueHero#8331,16,Platinum 1,,,Shadestep_0,0
3340,419,SkulledBlade#1028,16,Platinum 1,,jhooony5360,,0
3341,621,KiLLtastics#9621,16,Platinum 1,KiLLtasticsᵀᵀⱽ,,,0
3342,479,bezzbozhnik#5318,16,Platinum 1,bezzbozhnik,,,0
3343,403,RandomRinger#2689,16,Platinum 1,,,Prohdiigy,0
3344,-229,north#5677,16,Platinum 1,norths1deblast,,,0
3345,-228,LeadingPro#9459,16,Platinum 1,,Local Capper,,0
3346,-228,Yolo2D#1695,16,Platinum 1,ツ Yolo2D,,,0
3347,-228,GrandWarrior#9246,16,Platinum 1,ISKEDI,,,0
3348,604,SkulledWrangler#2440,16,Platinum 1,,gummy bears1don,,0
3349,-229,EpicStyle#2640,16,Platinum 1,magunart,,,0
3350,-227,Truhhnks#8952,16,Platinum 1,Truhhnksᵗᵗᵛ,,Sushi_Ninja111,0
3351,-602,EpicAtlas#6178,16,Platinum 1,DonaldTheDestroyer,,,0
3352,585,eclipse#0733,16,Platinum 1,ECLIPSE,,,0
3353,-117,Honourful#1089,16,Platinum 1,Honourful,,,0
3354,1002,TapiPepka#3515,16,Platinum 1,Ape,,,0
3355,-241,lSubrozal#1367,16,Platinum 1,Subroza,,,0
3356,181,Sora#4718,16,Platinum 1,Angel Dust,,DragonsWrath02,0
3357,-227,VirtualSniper#6184,16,Platinum 1,Mira,幼儿园一把手#4158,,0
3358,-225,jess#4494,16,Platinum 1,ᵗᵗᵛjesscapades_,,jesscapades,0
3359,53,FastEgg#7978,16,Platinum 1,,,SHADO-156,0
3360,-226,StellarImpala#9280,16,Platinum 1,ice_kira ᵗᵗᵛ,,,0
3361,277,TooBad#3511,16,Platinum 1,B0untY,,,0
3362,-225,GlitchyWrangler#5730,16,Platinum 1,Aiderx,,,0
3363,48,EgonKowalski#9269,16,Platinum 1,lingo,,,0
3364,69,FizzyBrain#2317,16,Platinum 1,alex,,,0
3365,-380,NerdyCowboi#3844,16,Platinum 1,,NerdyCowboi,,0
3366,-621,STYX#8146,16,Platinum 1,Styx,,,0
3367,51,ReadyUp4ME#1690,16,Platinum 1,ReadyUp4Me,,,0
3368,-229,sinisuka#6178,16,Platinum 1,Defy,Sinisuka,,0
3369,-463,Justinnottrash#3259,16,Platinum 1,,,justinTrash68,0
3370,-229,TacticalVictor#2907,16,Platinum 1,󠀡󠀡曾经是男高，现在是三位爸爸的女儿,,Underdog-Jinx,0
3371,-274,PowerSoup#1881,16,Platinum 1,,,TATIK__18,0
3372,-75,Serveonconsole#5956,16,Platinum 1,,,xSxrve,0
3373,-347,FunPro#7460,16,Platinum 1,ogaramine,,,0
3374,24,RapidGlobe#4450,16,Platinum 1,Tw1nSonic,,,0
3375,-229,VirtualShield#0269,16,Platinum 1,阿涵Wink,,,0
3376,-217,GloriousGlobe#9199,16,Platinum 1,Iceblok,,,0
3377,33,K10#5313,16,Platinum 1,K10,,,0
3378,449,Drowsy#7202,16,Platinum 1,Drowsy,,,0
3379,1183,SkulledVictor#1020,16,Platinum 1,但为君故,,,0
3380,-709,SkeletalTrap#0374,16,Platinum 1,,pjlavell,,0
3381,236,Stealinblunts#7900,16,Platinum 1,,StealinBlunt,,0
3382,-228,wotoha#3655,16,Platinum 1,,をとは#1800,,0
3383,-228,breezyshots#5016,16,Platinum 1,breezyshots,,,0
3384,-220,SuperbTurret#5321,16,Platinum 1,No Time,,,0
3385,-191,mmonke_0#7937,16,Platinum 1,,,mmonke_-69,0
3386,-213,CrystalScore#7362,16,Platinum 1,Sláša,,,0
3387,-221,DazzlingEgg#1654,16,Platinum 1,护航+QQ114514,,,0
3388,245,EpicFrog#2043,16,Platinum 1,HAVADA BULUT SEN ŞERİATI UNUT,,,0
3389,-220,ElectricRig#0600,16,Platinum 1,什么勾八水平还抖这抖那的,,,0
3390,358,Nanoc#3289,16,Platinum 1,Nanoc,,,0
3391,-220,EpicCharge#3157,16,Platinum 1,Kick.com Dr4x ツ,,,0
3392,-3,Burnmoney#4197,16,Platinum 1,,BERNMONEY420,,0
3393,-208,SkvirtyOZ#1729,16,Platinum 1,wôx |SквиртуОЗ,,overt_thief5,0
3394,-449,ImposingCake#5244,16,Platinum 1,Fikolas,,,0
3395,677,WrangledGlobe#0735,16,Platinum 1,ciccioyou,,,0
3396,-359,VirtualButcher#5878,16,Platinum 1,Lawrence100666,,,0
3397,-222,Smiley#5904,16,Platinum 1,Smiley,DermicRuby17914,GigOxLuxmburg,0
3398,-222,DirectWarrior#4026,16,Platinum 1,BenjOo,,,0
3399,-222,FunHolster#1243,16,Platinum 1,,Yo Its M3X,,0
3400,-203,JigokuSenshi#8477,16,Platinum 1,JigokuSenshi,,JigokuSenshi,0
