Rank,Change,Name,League Number,League,Steam Name,Xbox Name,PSN Name,Cashouts
1774,182,kratosGOW#0634,17,Diamond 4,kratos,,,0
1775,-64,CrystalHabit#3146,17,Diamond 4,抖音狗凯QAQ（电子阳痿,,,0
1776,-148,StunningDash#0340,17,Diamond 4,입아,,,0
1777,-100,AthleticFrog#0107,17,Diamond 4,乙骨忧太,,LI199749,0
1778,153,Yourtrash#8392,17,Diamond 4,,UZ48,,0
1779,-100,ForemostDash#4959,17,Diamond 4,喜欢黑丝的鱼夫大师,,,0
1780,19,danuh#1441,17,Diamond 4,dnL,,,0
1781,-100,FlyingStar#5102,17,Diamond 4,PapaSmurf,,,0
1782,354,ProfessorTeste#7466,17,Diamond 4,,Faded Romanian,,0
1783,52,FastSoldier#7188,17,Diamond 4,,Cipor,,0
1784,-102,Leche-De-Gato#4690,17,Diamond 4,Leche De Gato,,,0
1785,38,Guru#0737,17,Diamond 4,,,Blazjfy,0
1786,210,Hoax#6680,17,Diamond 4,Hoaxenstien,,,0
1787,-409,MOJO.JOJO#7008,17,Diamond 4,,,GGMU_7JO,0
1788,16,sansi#0448,17,Diamond 4,三思,BudgetTree47786,,0
1789,-226,lconsign#7314,17,Diamond 4,,lConsign,,0
1790,267,GrandVision#0992,17,Diamond 4,,,Der_Laserstrahl,0
1791,-65,SuperbCharge#3836,17,Diamond 4,水龙水龙别哭啦,,,0
1792,-101,StunningRelic#1022,17,Diamond 4,,Bn3bas,,0
1793,99,GreatSoup#4181,17,Diamond 4,,,soupy-plate2,0
1794,-98,StellarTrooper#3560,17,Diamond 4,吱吱（不吃香菜版）,qaaashjk,,0
1795,29,AbitoKiller#7914,17,Diamond 4,AbitoKiller,,,0
1796,-98,SirGOATcelot#6331,17,Diamond 4,SirGOATcelot,,,0
1797,-125,MnXBATMAN#9072,17,Diamond 4,,,MnXBATMAN,0
1798,-751,SnappyOrb#0278,17,Diamond 4,Zay,,,0
1799,-100,AthleticBrain#2426,17,Diamond 4,Toji,,,0
1800,-99,PowerfulCharge#0608,17,Diamond 4,,,Sixza-_-,0
1801,-91,ImposingSmiley#5635,17,Diamond 4,,,Klischers,0
1802,62,Greed#6730,17,Diamond 4,Greed,G4L Greed,,0
1803,-91,GwiGwi#7325,17,Diamond 4,II_GuiGui_II,,II_GwiGwi_II,0
1804,-111,UnusualSoup#1678,17,Diamond 4,,,Xx-2HIGH-2DlE-xX,0
1805,-92,Death_duck#8449,17,Diamond 4,米伽,michael iiin,,0
1806,-117,TTV-Mioaie#1220,17,Diamond 4,,Mioaie,,0
1807,-62,SmashShape#0678,17,Diamond 4,,,philister97,0
1808,-320,Akuma_toji#3510,17,Diamond 4,! EGX8 ! MAD MAN,,,0
1809,-185,ReconCake#6450,17,Diamond 4,ZHINIAN.TTV,,,0
1810,88,NotableGamer#6409,17,Diamond 4,,Iluzioz,,0
1811,169,Santa#5455,17,Diamond 4,Badass Santa,,,0
1812,235,GloriousPerson#9874,17,Diamond 4,ZESHENG,,,0
1813,-8,VirtualSoup#1983,17,Diamond 4,welloft,,welloft,0
1814,-97,FierceShield#6154,17,Diamond 4,ゾンビのあふれた世界で俺だけが襲われない,,,0
1815,-96,FitSense#7971,17,Diamond 4,20haojiefne,,,0
1816,-155,JAY-777#3752,17,Diamond 4,春日部防卫队Ｋ2（奶一,,,0
1817,-178,SmashSlam#7905,17,Diamond 4,,,SinceAJuvenile,0
1818,-95,DeviousShape#8761,17,Diamond 4,i'm the storm that is approachi,,,0
1819,563,FluffyBunnie204#6642,17,Diamond 4,FluffyBunny,,,0
1820,1011,Diakaz7#3509,17,Diamond 4,Diakaz7,,,0
1821,-94,GreatSword#7467,17,Diamond 4,你比他能锁,,,0
1822,1463,StellarDagger#1867,17,Diamond 4,,,JakeThat_YT,0
1823,-95,LovinFeet#3959,17,Diamond 4,,thoqes,,0
1824,-95,FierceShield#0161,17,Diamond 4,HAMMOCK,,,0
1825,-292,07UBICP0S#2937,17,Diamond 4,,,RaPid_F_i_R_E,0
1826,-96,PeerlessDevice#6222,17,Diamond 4,,Thor19#7778,,0
1827,-96,SuddenWeapon#4428,17,Diamond 4,LIVEFREE,,,0
1828,-158,AmysticSmile#6896,17,Diamond 4,유이레,,qk8467qh231,0
1829,-97,nierssaxa#6161,17,Diamond 4,Niers.saxa(NO AUDIO),,,0
1830,485,VirtualVision#9290,17,Diamond 4,Mitchbus,,,0
1831,-29,SkulledSoldier#2831,17,Diamond 4,henry,,,0
1832,891,VirtualHabit#7098,17,Diamond 4,,x No Limit o,,0
1833,-98,CrazyCat#9601,17,Diamond 4,KD,,,0
1834,-96,Himeko#0506,17,Diamond 4,Lady Acheron,,,0
1835,-96,ExaltedCharge#0971,17,Diamond 4,ᵗᵗᵛvxsery,,,0
1836,-96,NAGHOSTX6#1702,17,Diamond 4,LOAKNAR ADOPTED,,,0
1837,-96,SkilledHat#7299,17,Diamond 4,zzzz,,duple_alacrity87,0
1838,-75,VirtualFashion#3247,17,Diamond 4,,,QwieChan,0
1839,-901,RandomHat#2181,17,Diamond 4,1mt,,,0
1840,583,Sniffyy#2160,17,Diamond 4,sniffyy,,,0
1841,-185,Nakoruru#3038,17,Diamond 4,户山香澄,,,0
1842,567,Tau#2646,17,Diamond 4,,,ItsTauro,0
1843,110,Poloby#7201,17,Diamond 4,Zexy,,,0
1844,244,StunningTree#0036,17,Diamond 4,방국봉,,,0
1845,-95,SmashDefender#2723,17,Diamond 4,Another,,baekhyum4444,0
1846,-322,StellarGuide#1957,17,Diamond 4,tbone008,,,0
1847,-1,ImposingPro#0363,17,Diamond 4,Faleij,,,0
1848,727,Dvlzeye#0296,17,Diamond 4,,,Dvlzeye_,0
1849,-98,StellarCake#3694,17,Diamond 4,,,temp-6385349939,0
1850,-142,AwesomeCharge#5132,17,Diamond 4,• CNS • 불나방,,,0
1851,-99,CloakingBreaker#4246,17,Diamond 4,Krxmpus | Twitch,,,0
1852,-99,Knight#4594,17,Diamond 4,Knight,,,0
1853,-98,TotalTurret#3823,17,Diamond 4,Cheese,,,0
1854,-98,CuddlyVictor#0587,17,Diamond 4,,,WST-Praetorian,0
1855,-98,FleetGlobe#3926,17,Diamond 4,enigm409,,,0
1856,-315,Wiz_Kinchai#1244,17,Diamond 4,Twitch | Wiz_Kinchai,,,0
1857,52,BaKeD#9936,17,Diamond 4,BaKeD,,,0
1858,146,Rommel_Riot#8447,17,Diamond 4,,,xzRioT-_,0
1859,-101,Mxstlys#5197,17,Diamond 4,,Mxstlys,,0
1860,-99,OrphendzTTVloser#2588,17,Diamond 4,,OphendzTTV,,0
1861,-118,TacticalZipline#3612,17,Diamond 4,亲爱的你张张嘴,,,0
1862,-153,DH-Buns#6806,17,Diamond 4,{DH} Buns,,,0
1863,1203,WittySnake#1973,17,Diamond 4,Sakura,,,0
1864,230,I0N#5838,17,Diamond 4,I0N,,,0
1865,1162,CrazySnake#9372,17,Diamond 4,unnin,,,0
1866,30,EpicDash#1682,17,Diamond 4,MelonJuice,,,0
1867,251,Krebel1000#6745,17,Diamond 4,KreBel1000,,,0
1868,140,Nas#9301,17,Diamond 4,,,Clujy,0
1869,546,LuomoBOY#9451,17,Diamond 4,THE_落寞男孩,,hkhjh444,0
1870,-105,CatLog#0127,17,Diamond 4,• CNS • CatLog,,,0
1871,-105,BigSlam#4713,17,Diamond 4,GeorgeMacs,,,0
1872,470,FamousWrangler#9699,17,Diamond 4,Jenna Ortega Enjoyer,,,0
1873,-106,Kami#0702,17,Diamond 4,@1kvmi,,,0
1874,659,KaroshiDaDon#0115,17,Diamond 4,,KaroshiDaDon,,0
1875,-160,ExaltedGunner#8544,17,Diamond 4,,,jasminzbadx44,0
1876,-103,QuickScore#6991,17,Diamond 4,Mr.Goodi,,,0
1877,5,SkilledProp#8486,17,Diamond 4,,xstealthapex,,0
1878,1070,SuperArena#6229,17,Diamond 4,,,ToyMachine07,0
1879,-101,BigGirthyChad#3090,17,Diamond 4,ˢᵖᶜBig Girthy Chad,,,0
1880,-15,OwningToaster#2789,17,Diamond 4,Big Bertha™,,,0
1881,-334,ForemostSkull#7730,17,Diamond 4,eidorian ttv,,,0
1882,118,kizzz#2151,17,Diamond 4,Kizzz,,,0
1883,0,WildAtlas#8575,17,Diamond 4,,,Ov_NF,0
1884,-108,ImposingGunner#7459,17,Diamond 4,MSTsuki,,,0
1885,25,AiimxeeTTV#1009,17,Diamond 4,,,Aiimxee,0
1886,-228,iQVik#2990,17,Diamond 4,iQ-Vik,,,0
1887,-108,REYNOLDS665#7922,17,Diamond 4,,,REYNOLDS665,0
1888,-106,NightBrain#8420,17,Diamond 4,,,iRopes,0
1889,37,WrangledEffort#3857,17,Diamond 4,,Shmovva,,0
1890,43,Argus#3346,17,Diamond 4,Argus,,,0
1891,398,DaringArena#6519,17,Diamond 4,D,,,0
1892,-109,SmokeMaster#0488,17,Diamond 4,SMOK3 MAST3R,,,0
1893,1150,Amarkine#4523,17,Diamond 4,,,Amarkine,0
1894,-107,DustyDrum#3943,17,Diamond 4,,xoShai,,0
1895,-107,GreatGamer#1814,17,Diamond 4,TrickZ,,,0
1896,71,Queserasera#6070,17,Diamond 4,• CNS • lol,,,0
1897,180,CloakingSkull#1377,17,Diamond 4,Cringe,,,0
1898,-108,alcazenhow#1194,17,Diamond 4,alca,,,0
1899,-106,6HR57YXD2#0062,17,Diamond 4,low,,,0
1900,-106,Br8kz_714#3571,17,Diamond 4,,,Br8kz_714,0
1900,-106,McGiggles4eva#6437,17,Diamond 4,,McGiggles4eva,,0
1902,-195,JohnSlick#8238,17,Diamond 4,,ScranMyPean,,0
1903,-103,LeadingArena#2686,17,Diamond 4,银子里面暖暖的,,,0
1904,-98,HypnoticFashion#9569,17,Diamond 4,,,Jay-Will215,0
1905,-72,ranch#3853,17,Diamond 4,boob,,WingstopRanch,0
1906,181,Parrisu#5231,17,Diamond 4,Parrisu,,,0
1907,1004,PowerfulGlobe#4313,17,Diamond 4,Стив Блоуджобс,,,0
1908,926,SuperSnow#0014,17,Diamond 4,,Oni Acer,,0
1909,-101,GloriousShell#6924,17,Diamond 4,Joe Biden,,,0
1910,-101,Ttv_itzLooky#0612,17,Diamond 4,,,ttv_itzLooky,0
1911,-465,PromptPro#2045,17,Diamond 4,Zaraphic,,,0
1912,631,Qibli#0243,17,Diamond 4,~Q!bli~,,,0
1913,890,FunPioneer#0739,17,Diamond 4,NALDO,,,0
1914,171,BlueWarrior#6456,17,Diamond 4,Azz,,,0
1915,346,ChargingMap#2932,17,Diamond 4,,,Esco__369,0
1916,385,TotalWeb#1228,17,Diamond 4,artemka666,,,0
1917,-223,GRAMCR#1038,17,Diamond 4,Gramcr | cL,,,0
1918,1117,Sonsoyo#3904,17,Diamond 4,Sonsoyo,,,0
1919,937,ExcitingSoup#1218,17,Diamond 4,LukaS,,,0
1920,37,JusDooEt#3514,17,Diamond 4,JusDooEt,,,0
1921,-2,Nathaniel#0604,17,Diamond 4,Nathaniel,,,0
1922,-61,HappyPanda#3878,17,Diamond 4,SHEESY,,mealy_silkworm9,0
1923,-103,IntenseRig#0465,17,Diamond 4,「TKD」setomeister,,,0
1924,-108,njf#3493,17,Diamond 4,njf,,,0
1925,-107,Speedysam21#2478,17,Diamond 4,speedy,,,0
1926,-105,Cheffie#7575,17,Diamond 4,,,CHEFFIE__,0
1927,94,GreatFace#4048,17,Diamond 4,DESTROYEROFWORLDSKINGOFESSEX,,,0
1928,655,NeoGen#7265,17,Diamond 4,NeoGen,,,0
1929,109,EpicPerson#8232,17,Diamond 4,林枫,,,0
1930,-105,GlitchySniper#2040,17,Diamond 4,Sunday School Steve,,,0
1931,-163,UMadLOL#7551,17,Diamond 4,,xVirtualsx,,0
1932,-101,CuddlyExec#3900,17,Diamond 4,泡澡泡澡,,,0
1933,-101,SpeedyBoss#3390,17,Diamond 4,RSB95,,OnionRaji-,0
1934,-100,WittyCatwalk#7617,17,Diamond 4,熙z,,,0
1935,-99,slorian#7563,17,Diamond 4,slorian / LIGHT SUPERIORITY,,,0
1936,-220,Strieke#6459,17,Diamond 4,Strieke,,,0
1937,-98,Herr_Gnom#6031,17,Diamond 4,,KGE Gnom,,0
1938,-98,stewj#8610,17,Diamond 4,stewj,,,0
1939,-98,DirectRelic#8654,17,Diamond 4,Gallardor_Xp,,,0
1940,-292,WingedKatana#1998,17,Diamond 4,抖音_XHz赫兹,,,0
1941,-144,5VJ6ORS09#0267,17,Diamond 4,ChuelitoFJR,,,0
1942,-150,JayyMaccc#8370,17,Diamond 4,,JayyMaccc,,0
1943,874,UnusualKatana#0041,17,Diamond 4,Wm998,,,0
1944,242,BalletSoldier#8531,17,Diamond 4,Lambsauce,,,0
1945,202,PømńïÅbũser#0151,17,Diamond 4,,,UwUxRecon,0
1946,16,FantazeR#1398,17,Diamond 4,FantazeR,,,0
1947,-193,PlayfulDash#4775,17,Diamond 4,Creampie Giver,,,0
1948,-97,BlankNine#6158,17,Diamond 4,Blank9,,,0
1949,-100,TTVMadLife2K#3744,17,Diamond 4,,,TTVMadLife2K,0
1950,202,VigorousBanshee#1710,17,Diamond 4,,,VigorousBanshee,0
1951,-155,Righteous#0808,17,Diamond 4,Righteous,,,0
1952,-182,WildSword#6711,17,Diamond 4,热爱过期,,,0
1953,-101,Bzzzzz#0592,17,Diamond 4,古希腊掌管黑丝的神,,,0
1954,-100,NoBox#1625,17,Diamond 4,NoBox,,,0
1955,-100,SuperEgg#1667,17,Diamond 4,iFeelsosad,lalocheziaaa,,0
1956,194,BigUncleClifford#7767,17,Diamond 4,,,TheCyclingPigeon,0
1957,-100,iTzArtemis#4485,17,Diamond 4,,,iTzArtemis-_-,0
1958,-184,WrangledSnow#5338,17,Diamond 4,心碎小狗,,,0
1959,-101,xsteezie#3192,17,Diamond 4,xSteezie,,,0
1960,-188,Dieguinini#0117,17,Diamond 4,,,Dieguinini,0
1961,51,NotedHabit#1866,17,Diamond 4,大头,,,0
1962,-102,ShiningAtlas#7259,17,Diamond 4,Trev,,,0
1963,-137,DAQWANTHEVILLAIN#3901,17,Diamond 4,,,DAQWAN_VILLAIN,0
1964,-102,zPykachu#0418,17,Diamond 4,,,zPykachu,0
1965,-102,brume#1051,17,Diamond 4,yt/ @brxmes,,brxmes,0
1966,745,Sqeaky27#0096,17,Diamond 4,Sqeaky27,,,0
1967,-37,BusinessDrum#0808,17,Diamond 4,,RoOnZ89,,0
1968,74,DirectGold#4805,17,Diamond 4,Setz,,,0
1969,349,DrDeliciiousLIVE#2086,17,Diamond 4,,DrDeliciious,,0
1970,-25,BoomTown#4467,17,Diamond 4,Boom Town,,toastbutterjelly,0
1971,-371,sEEEN1#6644,17,Diamond 4,seeeN1,,,0
1972,-105,BlueGlobe#9156,17,Diamond 4,想要霸霸的大弹夹吗,,,0
1973,-104,CrystalFrog#5094,17,Diamond 4,[PSAD] Firstdy,,,0
1974,-104,CrazyBlade#1052,17,Diamond 4,Hooey24,,,0
1975,-104,Gx#7688,17,Diamond 4,,,Gx_LionQ8,0
1976,43,Entripy#5643,17,Diamond 4,,,xxNewstie,0
1977,-560,SuperbDagger#1494,17,Diamond 4,Resp1,,,0
1978,261,FabulousLion#0998,17,Diamond 4,BellyLint,,,0
1979,-106,Teddy#8522,17,Diamond 4,V12 Autistic in wheelchair,,,0
1980,-247,Qinze#2439,17,Diamond 4,秦泽,,medical_palette4,0
1981,-107,CrazyWheel#0606,17,Diamond 4,,,PoloKevo,0
1982,161,ShiningScore#1375,17,Diamond 4,,,the_DANswer,0
1983,-108,ForemostSmiley#0575,17,Diamond 4,MYSTIC | Veleno,,,0
1984,107,SwiftCake#3544,17,Diamond 4,Blanquisxxc,,,0
1985,-109,ExcitingWeb#1595,17,Diamond 4,,ネGadielhz 拾み#824,,0
1986,-109,6XI2FQRJS#4382,17,Diamond 4,钱伟伟,,,0
1987,-108,SLOTH#1322,17,Diamond 4,III_SLOTH_III,,lIl-SLOTH-lIl,0
1988,-116,Damnbao#4143,17,Diamond 4,蛋堡,,,0
1989,-496,NoTime#4766,17,Diamond 4,NoTimeツ,,,0
1990,-383,HypnoticHabit#0110,17,Diamond 4,,CH1LL#8964,,0
1991,-415,TheRealParziTTV#7816,17,Diamond 4,,,TheRealParziTTV,0
1992,-75,EpicSkull#4908,17,Diamond 4,The_DANK1NG,djanl121,together-week95,0
1993,473,StealthySword#0439,17,Diamond 4,Kaban4ik,,,0
1994,-172,SuperTrap#1125,17,Diamond 4,starka,,,0
1995,-110,StellarTree#1068,17,Diamond 4,那个男人,,,0
1996,-110,AKA_117#9145,17,Diamond 4,x-popo,,killerMan_117,0
1997,-110,GrandDagger#7935,17,Diamond 4,Mikey,,,0
1998,1058,WittyLeader#9884,17,Diamond 4,,,Sixe9ine_BuDoKai,0
1999,60,Hades#0516,17,Diamond 4,Hades,,,0
2000,-111,Paracetamol#2619,17,Diamond 4,Venlafaxine,,,0
2001,-111,MouzerOG_ttv#8109,17,Diamond 4,joemama6565,,,0
2002,-110,GreenImpala#1476,17,Diamond 4,哈尔滨的夜,,,0
2003,693,Des1gne#1867,17,Diamond 4,Des1gne,,,0
2004,933,IntenseTrain#4991,17,Diamond 4,idk,,,0
2005,47,Miah#0330,17,Diamond 4,miyahmiah,,zzzMiyah,0
2006,55,xoxodidAyy#5411,17,Diamond 4,xoxodidAyy,,,0
2007,-195,ImposingParty#5086,17,Diamond 4,,EstSidee,,0
2008,54,QuickGuide#4771,17,Diamond 4,The Toesman,,,0
2009,-112,GrandCharge#0111,17,Diamond 4,又又,,,0
2010,866,TiptopExpert#4923,17,Diamond 4,YukiNoNamae,SageAIex,,0
2011,1146,boyer#8283,17,Diamond 4,boyer,,,0
2012,-112,FEARLESS#1131,17,Diamond 4,FEARLESS,,,0
2013,-111,Wanity#3670,17,Diamond 4,Wanityᵀᵀⱽ,,,0
2014,757,ReconRig#2852,17,Diamond 4,ʷᵃᵏᵃ biker,,,0
2015,437,GlitchySniper#0730,17,Diamond 4,,Fgow,,0
2016,-111,SuddenDefender#4143,17,Diamond 4,,,Gele420,0
2017,566,DaringTurret#2145,17,Diamond 4,invisible,,,0
2018,-298,Banana-Dynamite#5274,17,Diamond 4,,,Banana-Dynamite,0
2019,-434,chewyjewwy#6168,17,Diamond 4,chewyyjewyy,,,0
2020,-113,xTheAnoli#3588,17,Diamond 4,,,xTheAnoli,0
2021,-113,MrBan9#4636,17,Diamond 4,MrBangUrDead,,BangUrDead4Rel,0
2022,415,TotalRig#4937,17,Diamond 4,MQQSHI,,,0
2023,932,TiptopGamer#0109,17,Diamond 4,,Nolpo,,0
2024,372,zdro_ju#6478,17,Diamond 4,zdro_ju,,,0
2025,-141,FundedFrog#8105,17,Diamond 4,空白,,,0
2026,-114,OneManArmy#3266,17,Diamond 4,Bad aim,,,0
2027,-113,Hi-techTrain#3970,17,Diamond 4,b站blxty,,,0
2028,-113,NoobMaster69#5725,17,Diamond 4,NoobMaster69,,,0
2029,341,SuperDash#3235,17,Diamond 4,TwinxZ,,,0
2030,119,LightDemon#4555,17,Diamond 4,Trigger,,Im_Caps_lock,0
2031,-224,z.z#4496,17,Diamond 4,󠀡󠀡,,,0
2032,657,FamousDagger#1506,17,Diamond 4,韓 國 玻 璃 房,,,0
2033,-360,Dy16#6303,17,Diamond 4,抖音16SixTeen,JumpyCast953584,SixTeen1616161,0
2034,-116,Orange.skittle#2379,17,Diamond 4,,kb xmaster,,0
2035,-115,SneakyCake#4217,17,Diamond 4,,iDabachino,,0
2036,-115,1XLYANFLO#5916,17,Diamond 4,₳ɳꬰꭘꭒɳꬰ,,Blue_Dahlia95,0
2037,142,FitWeapon#7345,17,Diamond 4,Frankurpapa,,,0
2038,-47,SkilledTrap#2099,17,Diamond 4,Puran,,,0
2039,-117,Loop#5400,17,Diamond 4,juicebox384,,,0
2040,800,UnusualCake#5532,17,Diamond 4,,,dragonkila88881,0
2041,-118,StealthySniper#0836,17,Diamond 4,,XxXAirDopeXxX,,0
2042,-118,joemama#1086,17,Diamond 4,ᴵⱽ joemama6262,,,0
2043,-118,BestCharge#6106,17,Diamond 4,ᵗᵗᵛIts_Whis,,,0
2044,-117,Exterminator#1827,17,Diamond 4,Exterminator,,,0
2045,-117,TiptopGrenade#4254,17,Diamond 4,,Auzils,,0
2046,250,Badger#0578,17,Diamond 4,Badger,,,0
2047,-118,WittyIce#0668,17,Diamond 4,最受歡迎男歌手mc,BudgetTree47786,,0
2048,-41,Jag#4144,17,Diamond 4,jag,,,0
2049,-57,SkeletalVictor#3521,17,Diamond 4,,Syph aBv,,0
2050,-898,IntenseWrangler#9900,17,Diamond 4,DY百事,,,0
2051,-117,WingedButcher#6325,17,Diamond 4,gthyqbsnse27,,,0
2052,-117,A48YF4X5W#6914,17,Diamond 4,Nekoparablackcat,,,0
2053,-117,Champian#9959,17,Diamond 4,Champian,,,0
2054,-210,PrimePro#2912,17,Diamond 4,,,FizzyBubbIe,0
2055,-118,ttvDreadalicious#7934,17,Diamond 4,ᵗᵗᵛDreadalicious,,,0
2056,-105,BestExec#1275,17,Diamond 4,,,Ikatsk,0
2057,-119,SpeedyDagger#0084,17,Diamond 4,からあげ,,CrazyNone,0
2058,-84,FastSense#8131,17,Diamond 4,华流才是最D,,,0
2059,665,Eye7Deal#8341,17,Diamond 4,Eye7Deal,,,0
2060,161,wyzard#1468,17,Diamond 4,LIVE---W Y Z A R D---LIVE,,,0
2061,181,SurrealExec#3259,17,Diamond 4,,G4L Jay Rosa,Jay_lawless_,0
2062,-73,Dovvn_B#9601,17,Diamond 4,Dovvn_B,,,0
2063,-119,Jaizut#6618,17,Diamond 4,Jaizut,,,0
2064,-49,SonarShield#2869,17,Diamond 4,,,Chopt_1,0
2065,466,lianpen#0915,17,Diamond 4,我一个滑铲,,,0
2066,-119,CB2FPOT70#2292,17,Diamond 4,OMA,,,0
2067,-119,GreatZipline#7274,17,Diamond 4,手撕直升鸡,,,0
2068,751,DazzlingShape#3676,17,Diamond 4,ΘVERΞAL,,,0
2069,726,Cervantes#4776,17,Diamond 4,Grandpa Lu,,,0
2070,263,BigRelic#2081,17,Diamond 4,,,iimpleX-,0
2071,-122,Smitty#1904,17,Diamond 4,,,KingBenTennis,0
2072,-122,i_love_Heavys#4762,17,Diamond 4,,,i_Love_Heavys,0
2073,-121,Carbon-14#8289,17,Diamond 4,SGePAY,,,0
2074,-120,Craw#0648,17,Diamond 4,Craw,,,0
2075,40,FunHunter#1806,17,Diamond 4,jean_l0uis,,,0
2076,809,IHoodieXJha#3948,17,Diamond 4,,IHoodieXJha,,0
2077,-122,RapidGlitch#6421,17,Diamond 4,󠀡󠀡,PrintBasil33298,BigJJboy-19cm,0
2078,332,NimbleFashion#1993,17,Diamond 4,✪ cloud,,,0
2079,-120,HappyShotgun#6870,17,Diamond 4,,,HomesickWorm,0
2080,-119,6666#4596,17,Diamond 4,Noble,OnlineBead13227,,0
2081,137,EngagingHunter#0103,17,Diamond 4,hotpopkid,,,0
2082,259,FundedShield#2111,17,Diamond 4,Cerise,,,0
2083,702,BalletDevice#4420,17,Diamond 4,,,Khum-Dawn,0
2084,-120,PlayfulCatwalk#4194,17,Diamond 4,Umbone,,,0
2085,-120,ShiningSkull#7316,17,Diamond 4,EzH,,,0
2086,720,GuardianPioneer#8164,17,Diamond 4,Somália,,,0
2087,-121,DazzlingFrog#0669,17,Diamond 4,,,Raiden559,0
2088,-120,k2k#8032,17,Diamond 4,k2k,,Kaos2K-,0
2089,-120,DazzlingSoldier#3829,17,Diamond 4,,,Spiro_Patronus,0
2090,-91,Nekoz#3135,17,Diamond 4,,,Nekoz_97,0
2091,-120,FabulousFashion#0333,17,Diamond 4,,,Gxngalanche,0
2092,-120,OlooF#3816,17,Diamond 4,OloF,,,0
2093,-120,squid#1222,17,Diamond 4,squid,,,0
2094,-119,Ankou#8956,17,Diamond 4,Ankouuu_,,,0
2095,-119,4sked#4313,17,Diamond 4,4sked,,,0
2096,-190,GloriousPerson#3169,17,Diamond 4,,tix46,,0
2097,-120,Slck#2753,17,Diamond 4,Itzslckᵗᵗᵛ,,,0
2098,-120,ForemostCharge#4136,17,Diamond 4,,,MLBBARBARIAN,0
2099,114,NimbleBreaker#7853,17,Diamond 4,дыдйайщ,,,0
2100,-113,Yrmaker772#7130,17,Diamond 4,,PRM Maker,,0
2101,-138,Keylo#7159,17,Diamond 4,,lilanthony15,,0
2102,148,BillyCrampté#3919,17,Diamond 4,COKEMAN,,,0
2103,-124,HypnoticTiger#5801,17,Diamond 4,,AzaIed,,0
2104,-123,thegaynpc#0941,17,Diamond 4,thegaynpc,,,0
2105,-120,FamousWeapon#4461,17,Diamond 4,ikun,,,0
2106,-120,Rainbow#0800,17,Diamond 4,rainbow,,,0
2107,-288,PeerlessShield#0571,17,Diamond 4,yylol0869,,,0
2108,-652,FizzySniper#3158,17,Diamond 4,,Twitch Infah,,0
2109,-121,FlameDog98#2989,17,Diamond 4,FlameDog98,,,0
2110,-178,DJ#6621,17,Diamond 4,Laurence,,LoveSuri,0
2111,-195,GleamingSoup#1455,17,Diamond 4,,Swag Car,,0
2112,-142,GhostlyOP#3183,17,Diamond 4,,,lD3FCONON3l,0
2113,1106,QuickChannel#2127,17,Diamond 4,,,OnlyDonSolo-_-,0
2114,399,TwitchToxicZagan#5889,17,Diamond 4,,Toxic Zagan,TikTokToxicZagan,0
2115,-122,LuckyPlace#3956,17,Diamond 4,Hyouka_YX,Hyouka云曦#4474,,0
2116,-122,IntenseLion#7418,17,Diamond 4,,Vlone Magic,,0
2117,-122,ClassicTiger#4993,17,Diamond 4,XG. Jurin,,,0
2118,-265,itzFiore#4525,17,Diamond 4,,itzFiore,,0
2119,950,DeviousHabit#0317,17,Diamond 4,ugetsummer9,swj20001028,,0
2120,-123,CostcoCookie#0336,17,Diamond 4,CostcoCookie,,,0
2121,-255,RelaxedSoup#5940,17,Diamond 4,GeT_RiGhT,,,0
2122,543,SmokeFPS#3679,17,Diamond 4,,,SmokePanda-_-,0
2123,676,SuperSweep#8899,17,Diamond 4,,Avht,,0
2124,-123,Ego#0764,17,Diamond 4,Ego,,,0
2125,1038,PowerfulScore#9340,17,Diamond 4,,Nick091807,,0
2126,-124,Test_my_logic#1649,17,Diamond 4,,,Test_my_logic,0
2127,-124,Szamotish#1950,17,Diamond 4,Berd,,,0
2128,124,9UZMDX3FV#4100,17,Diamond 4,Valtr,,Valtr117,0
2129,-94,WrangledShape#2669,17,Diamond 4,,,OO7-Shooter,0
2130,-124,LiWa#4968,17,Diamond 4,,,LiWa-wasgehtab,0
2131,-122,myberyzect#0544,17,Diamond 4,ma ekatze,,,0
2132,-122,HastyStyle#5441,17,Diamond 4,,Llama14#5890,,0
2133,-119,SuperbParty#3561,17,Diamond 4,120,,,0
2134,-24,Jimmy#5040,17,Diamond 4,,DaToxicLama,,0
2135,1002,Green#4432,17,Diamond 4,Green,,,0
2136,-308,SpeedyTree#3205,17,Diamond 4,,,TTVcalico,0
2137,826,NightFrog#4103,17,Diamond 4,Robert,,,0
2138,752,Relond#0939,17,Diamond 4,Relond,,Lyubbagr_Young,0
2139,-11,Bepo#7430,17,Diamond 4,⭕⃤ Bepo,,,0
2140,-124,Chow#0873,17,Diamond 4,Pieji,rylca,Pieji,0
2141,-62,Second#7247,17,Diamond 4,SECOND,,,0
2142,66,EpicChannel#7965,17,Diamond 4,Tang,,,0
2143,684,Slickplays1#9517,17,Diamond 4,,,Deadly_Ban_Greed,0
2144,-454,Shaykush#1218,17,Diamond 4,รђคчкยรђ,,,0
2145,-127,AimLessPlayerEZ#2918,17,Diamond 4,柳殘生,,noyi521,0
2146,781,FlyingPanda#5520,17,Diamond 4,,Sharmin Plus,,0
